ORGANIZATION_ID,HOSPITAL_ID,HOSPITAL_NAME,CMS_CITY,CMS_STATE,HOSPITAL_TYPE,OWNERSHIP,EMERGENCY_SERVICES,HOSPITAL_RATING
ORG0001,220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,Acute Care Hospitals,Proprietary,No,Not Available
ORG0002,220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0003,224013,ARBOUR HOSPITAL,BOSTON,MA,Psychiatric,Proprietary,No,Not Available
ORG0004,224018,ARBOUR HUMAN RESOURCE INSTITUTE,BROOKLINE,MA,Psychiatric,Proprietary,No,Not Available
ORG0005,224021,ARBOUR-FULLER HOSPITAL,SOUTH ATTLEBORO,MA,Psychiatric,Proprietary,No,Not Available
ORG0006,221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2
ORG0007,220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0008,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0009,220065,BAYSTATE NOBLE HOSPITAL,WESTFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0010,220030,BAYSTATE WING HOSPITAL,PALMER,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0011,22001F,BEDFORD VA MEDICAL CENTER,BEDFORD,MA,Acute Care - Veterans Administration,Veterans Health Administration,No,Not Available
ORG0012,220046,BERKSHIRE MEDICAL CENTER,PITTSFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0013,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,MILTON,MA,Acute Care Hospitals,Government - Federal,Yes,4
ORG0014,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0015,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,PLYMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0016,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0017,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Childrens,Voluntary non-profit - Private,Yes,Not Available
ORG0018,220031,BOSTON MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0019,220036,BOSTON MEDICAL CENTER-BRIGHTON,BRIGHTON,MA,Acute Care Hospitals,Proprietary,Yes,3
ORG0020,224022,BOURNEWOOD HOSPITAL,BROOKLINE,MA,Psychiatric,Proprietary,No,Not Available
ORG0021,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0022,220110,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0023,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,Acute Care Hospitals,Proprietary,Yes,1
ORG0024,220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,Acute Care Hospitals,Government - Local,Yes,3
ORG0025,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,POCASSET,MA,Psychiatric,Government - State,No,Not Available
ORG0026,220012,CAPE COD HOSPITAL,HYANNIS,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0027,220017,CARNEY HOSPITAL,BOSTON,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0028,220015,"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0029,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Psychiatric,Government - State,No,Not Available
ORG0030,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,Psychiatric,Government - State,No,Not Available
ORG0031,220084,EMERSON HOSPITAL -,W CONCORD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0032,221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,5
ORG0033,220135,FALMOUTH HOSPITAL,FALMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0034,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BRIGHTON,MA,Childrens,Voluntary non-profit - Private,No,Not Available
ORG0035,220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0036,220095,HEYWOOD HOSPITAL -,GARDNER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0037,220080,HOLY FAMILY HOSPITAL,METHUEN,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0038,220024,HOLYOKE MEDICAL CENTER,HOLYOKE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0039,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,WORCESTER,MA,Psychiatric,Proprietary,No,Not Available
ORG0040,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0041,220063,LOWELL GENERAL HOSPITAL,LOWELL,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0042,221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4
ORG0043,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available
ORG0044,220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0045,224007,MCLEAN HOSPITAL CORPORATION,BELMONT,MA,Psychiatric,Voluntary non-profit - Private,No,Not Available
ORG0046,220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0047,220066,MERCY MEDICAL CTR,SPRINGFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0048,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,LAWRENCE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0049,220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1
ORG0050,220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0051,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,HOLYOKE,MA,Psychiatric,Proprietary,No,Not Available
ORG0052,220002,MOUNT AUBURN HOSPITAL,CAMBRIDGE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0053,220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0054,220098,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0055,220088,NEW ENGLAND BAPTIST HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,No,5
ORG0056,220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0057,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,NORTH ADAMS,MA,Critical Access Hospitals,Government - Federal,Yes,Not Available
ORG0058,220035,NORTH SHORE MEDICAL CENTER -,SALEM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0059,22009F,NORTHAMPTON VA MEDICAL CENTER,LEEDS,MA,Acute Care - Veterans Administration,Veterans Health Administration,No,Not Available
ORG0060,220033,NORTHEAST HOSPITAL CORPORATION,BEVERLY,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0061,220126,NORWOOD HOSPITAL,NORWOOD,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0062,220020,SAINT ANNE'S HOSPITAL,FALL RIVER,MA,Acute Care Hospitals,Proprietary,Yes,3
ORG0063,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0064,220100,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0065,224041,SOUTHCOAST BEHAVIORAL HEALTH,DARTMOUTH,MA,Psychiatric,Proprietary,No,Not Available
ORG0066,220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0067,220176,ST VINCENT HOSPITAL,WORCESTER,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0068,220008,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0069,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,DEVENS,MA,Psychiatric,Proprietary,No,Not Available
ORG0070,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Psychiatric,Government - State,No,Not Available
ORG0071,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,BOSTON,MA,Childrens,Proprietary,No,Not Available
ORG0072,220116,TUFTS MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0073,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,SOUTHBRIDGE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0074,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0075,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0076,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,WORCESTER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0077,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,JAMAICA PLAIN,MA,Acute Care - Veterans Administration,Veterans Health Administration,Yes,4
ORG0078,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,HOLYOKE,MA,Psychiatric,Proprietary,No,Not Available
ORG0079,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,Psychiatric,Government - Federal,No,Not Available
ORG0080,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,WESTBOROUGH,MA,Psychiatric,Proprietary,No,Not Available
ORG0081,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,WESTWOOD,MA,Psychiatric,Proprietary,Yes,Not Available
ORG0082,224039,WHITTIER PAVILION,HAVERHILL,MA,Psychiatric,Proprietary,No,Not Available
ORG0083,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0084,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Psychiatric,Government - State,No,Not Available
ORG0085,220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,Acute Care Hospitals,Proprietary,No,Not Available
ORG0086,220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0087,224013,ARBOUR HOSPITAL,BOSTON,MA,Psychiatric,Proprietary,No,Not Available
ORG0088,224018,ARBOUR HUMAN RESOURCE INSTITUTE,BROOKLINE,MA,Psychiatric,Proprietary,No,Not Available
ORG0089,224021,ARBOUR-FULLER HOSPITAL,SOUTH ATTLEBORO,MA,Psychiatric,Proprietary,No,Not Available
ORG0090,221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2
ORG0091,220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0092,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0093,220065,BAYSTATE NOBLE HOSPITAL,WESTFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0094,220030,BAYSTATE WING HOSPITAL,PALMER,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0095,22001F,BEDFORD VA MEDICAL CENTER,BEDFORD,MA,Acute Care - Veterans Administration,Veterans Health Administration,No,Not Available
ORG0096,220046,BERKSHIRE MEDICAL CENTER,PITTSFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0097,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,MILTON,MA,Acute Care Hospitals,Government - Federal,Yes,4
ORG0098,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0099,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,PLYMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0100,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0101,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Childrens,Voluntary non-profit - Private,Yes,Not Available
ORG0102,220031,BOSTON MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0103,220036,BOSTON MEDICAL CENTER-BRIGHTON,BRIGHTON,MA,Acute Care Hospitals,Proprietary,Yes,3
ORG0104,224022,BOURNEWOOD HOSPITAL,BROOKLINE,MA,Psychiatric,Proprietary,No,Not Available
ORG0105,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0106,220110,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0107,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,Acute Care Hospitals,Proprietary,Yes,1
ORG0108,220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,Acute Care Hospitals,Government - Local,Yes,3
ORG0109,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,POCASSET,MA,Psychiatric,Government - State,No,Not Available
ORG0110,220012,CAPE COD HOSPITAL,HYANNIS,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0111,220017,CARNEY HOSPITAL,BOSTON,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0112,220015,"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0113,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Psychiatric,Government - State,No,Not Available
ORG0114,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,Psychiatric,Government - State,No,Not Available
ORG0115,220084,EMERSON HOSPITAL -,W CONCORD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0116,221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,5
ORG0117,220135,FALMOUTH HOSPITAL,FALMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0118,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BRIGHTON,MA,Childrens,Voluntary non-profit - Private,No,Not Available
ORG0119,220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0120,220095,HEYWOOD HOSPITAL -,GARDNER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0121,220080,HOLY FAMILY HOSPITAL,METHUEN,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0122,220024,HOLYOKE MEDICAL CENTER,HOLYOKE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0123,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,WORCESTER,MA,Psychiatric,Proprietary,No,Not Available
ORG0124,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0125,220063,LOWELL GENERAL HOSPITAL,LOWELL,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0126,221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4
ORG0127,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available
ORG0128,220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0129,224007,MCLEAN HOSPITAL CORPORATION,BELMONT,MA,Psychiatric,Voluntary non-profit - Private,No,Not Available
ORG0130,220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0131,220066,MERCY MEDICAL CTR,SPRINGFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0132,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,LAWRENCE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0133,220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1
ORG0134,220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0135,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,HOLYOKE,MA,Psychiatric,Proprietary,No,Not Available
ORG0136,220002,MOUNT AUBURN HOSPITAL,CAMBRIDGE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0137,220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0138,220098,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0139,220088,NEW ENGLAND BAPTIST HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,No,5
ORG0140,220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0141,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,NORTH ADAMS,MA,Critical Access Hospitals,Government - Federal,Yes,Not Available
ORG0142,220035,NORTH SHORE MEDICAL CENTER -,SALEM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0143,22009F,NORTHAMPTON VA MEDICAL CENTER,LEEDS,MA,Acute Care - Veterans Administration,Veterans Health Administration,No,Not Available
ORG0144,220033,NORTHEAST HOSPITAL CORPORATION,BEVERLY,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0145,220126,NORWOOD HOSPITAL,NORWOOD,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0146,220020,SAINT ANNE'S HOSPITAL,FALL RIVER,MA,Acute Care Hospitals,Proprietary,Yes,3
ORG0147,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0148,220100,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0149,224041,SOUTHCOAST BEHAVIORAL HEALTH,DARTMOUTH,MA,Psychiatric,Proprietary,No,Not Available
ORG0150,220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0151,220176,ST VINCENT HOSPITAL,WORCESTER,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0152,220008,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0153,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,DEVENS,MA,Psychiatric,Proprietary,No,Not Available
ORG0154,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Psychiatric,Government - State,No,Not Available
ORG0155,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,BOSTON,MA,Childrens,Proprietary,No,Not Available
ORG0156,220116,TUFTS MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0157,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,SOUTHBRIDGE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0158,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0159,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0160,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,WORCESTER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0161,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,JAMAICA PLAIN,MA,Acute Care - Veterans Administration,Veterans Health Administration,Yes,4
ORG0162,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,HOLYOKE,MA,Psychiatric,Proprietary,No,Not Available
ORG0163,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,Psychiatric,Government - Federal,No,Not Available
ORG0164,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,WESTBOROUGH,MA,Psychiatric,Proprietary,No,Not Available
ORG0165,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,WESTWOOD,MA,Psychiatric,Proprietary,Yes,Not Available
ORG0166,224039,WHITTIER PAVILION,HAVERHILL,MA,Psychiatric,Proprietary,No,Not Available
ORG0167,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0168,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Psychiatric,Government - State,No,Not Available
ORG0169,220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,Acute Care Hospitals,Proprietary,No,Not Available
ORG0170,220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0171,224013,ARBOUR HOSPITAL,BOSTON,MA,Psychiatric,Proprietary,No,Not Available
ORG0172,224018,ARBOUR HUMAN RESOURCE INSTITUTE,BROOKLINE,MA,Psychiatric,Proprietary,No,Not Available
ORG0173,224021,ARBOUR-FULLER HOSPITAL,SOUTH ATTLEBORO,MA,Psychiatric,Proprietary,No,Not Available
ORG0174,221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2
ORG0175,220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0176,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0177,220065,BAYSTATE NOBLE HOSPITAL,WESTFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0178,220030,BAYSTATE WING HOSPITAL,PALMER,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0179,22001F,BEDFORD VA MEDICAL CENTER,BEDFORD,MA,Acute Care - Veterans Administration,Veterans Health Administration,No,Not Available
ORG0180,220046,BERKSHIRE MEDICAL CENTER,PITTSFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0181,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,MILTON,MA,Acute Care Hospitals,Government - Federal,Yes,4
ORG0182,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0183,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,PLYMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0184,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0185,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Childrens,Voluntary non-profit - Private,Yes,Not Available
ORG0186,220031,BOSTON MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0187,220036,BOSTON MEDICAL CENTER-BRIGHTON,BRIGHTON,MA,Acute Care Hospitals,Proprietary,Yes,3
ORG0188,224022,BOURNEWOOD HOSPITAL,BROOKLINE,MA,Psychiatric,Proprietary,No,Not Available
ORG0189,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0190,220110,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0191,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,Acute Care Hospitals,Proprietary,Yes,1
ORG0192,220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,Acute Care Hospitals,Government - Local,Yes,3
ORG0193,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,POCASSET,MA,Psychiatric,Government - State,No,Not Available
ORG0194,220012,CAPE COD HOSPITAL,HYANNIS,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0195,220017,CARNEY HOSPITAL,BOSTON,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0196,220015,"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0197,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Psychiatric,Government - State,No,Not Available
ORG0198,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,Psychiatric,Government - State,No,Not Available
ORG0199,220084,EMERSON HOSPITAL -,W CONCORD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0200,221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,5
