ORGANIZATION_ID,HOSPITAL_ID,HOSPITAL_NAME,CMS_CITY,CMS_STATE,HOSPITAL_TYPE,OWNERSHIP,EMERGENCY_SERVICES,HOSPITAL_RATING
ORG0401,224041,SOUTHCOAST BEHAVIORAL HEALTH,DARTMOUTH,MA,Psychiatric,Proprietary,No,Not Available
ORG0402,220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0403,220176,ST VINCENT HOSPITAL,WORCESTER,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0404,220008,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0405,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,DEVENS,MA,Psychiatric,Proprietary,No,Not Available
ORG0406,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Psychiatric,Government - State,No,Not Available
ORG0407,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,BOSTON,MA,Childrens,Proprietary,No,Not Available
ORG0408,220116,TUFTS MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0409,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,SOUTHBRIDGE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0410,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0411,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0412,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,WORCESTER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0413,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,JAMAICA PLAIN,MA,Acute Care - Veterans Administration,Veterans Health Administration,Yes,4
ORG0414,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,HOLYOKE,MA,Psychiatric,Proprietary,No,Not Available
ORG0415,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,Psychiatric,Government - Federal,No,Not Available
ORG0416,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,WESTBOROUGH,MA,Psychiatric,Proprietary,No,Not Available
ORG0417,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,WESTWOOD,MA,Psychiatric,Proprietary,Yes,Not Available
ORG0418,224039,WHITTIER PAVILION,HAVERHILL,MA,Psychiatric,Proprietary,No,Not Available
ORG0419,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0420,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Psychiatric,Government - State,No,Not Available
ORG0421,220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,Acute Care Hospitals,Proprietary,No,Not Available
ORG0422,220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0423,224013,ARBOUR HOSPITAL,BOSTON,MA,Psychiatric,Proprietary,No,Not Available
ORG0424,224018,ARBOUR HUMAN RESOURCE INSTITUTE,BROOKLINE,MA,Psychiatric,Proprietary,No,Not Available
ORG0425,224021,ARBOUR-FULLER HOSPITAL,SOUTH ATTLEBORO,MA,Psychiatric,Proprietary,No,Not Available
ORG0426,221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2
ORG0427,220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0428,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0429,220065,BAYSTATE NOBLE HOSPITAL,WESTFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0430,220030,BAYSTATE WING HOSPITAL,PALMER,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0431,22001F,BEDFORD VA MEDICAL CENTER,BEDFORD,MA,Acute Care - Veterans Administration,Veterans Health Administration,No,Not Available
ORG0432,220046,BERKSHIRE MEDICAL CENTER,PITTSFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0433,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,MILTON,MA,Acute Care Hospitals,Government - Federal,Yes,4
ORG0434,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0435,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,PLYMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0436,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0437,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Childrens,Voluntary non-profit - Private,Yes,Not Available
ORG0438,220031,BOSTON MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0439,220036,BOSTON MEDICAL CENTER-BRIGHTON,BRIGHTON,MA,Acute Care Hospitals,Proprietary,Yes,3
ORG0440,224022,BOURNEWOOD HOSPITAL,BROOKLINE,MA,Psychiatric,Proprietary,No,Not Available
ORG0441,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0442,220110,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0443,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,Acute Care Hospitals,Proprietary,Yes,1
ORG0444,220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,Acute Care Hospitals,Government - Local,Yes,3
ORG0445,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,POCASSET,MA,Psychiatric,Government - State,No,Not Available
ORG0446,220012,CAPE COD HOSPITAL,HYANNIS,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0447,220017,CARNEY HOSPITAL,BOSTON,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0448,220015,"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0449,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Psychiatric,Government - State,No,Not Available
ORG0450,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,Psychiatric,Government - State,No,Not Available
ORG0451,220084,EMERSON HOSPITAL -,W CONCORD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0452,221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,5
ORG0453,220135,FALMOUTH HOSPITAL,FALMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0454,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BRIGHTON,MA,Childrens,Voluntary non-profit - Private,No,Not Available
ORG0455,220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0456,220095,HEYWOOD HOSPITAL -,GARDNER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0457,220080,HOLY FAMILY HOSPITAL,METHUEN,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0458,220024,HOLYOKE MEDICAL CENTER,HOLYOKE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0459,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,WORCESTER,MA,Psychiatric,Proprietary,No,Not Available
ORG0460,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0461,220063,LOWELL GENERAL HOSPITAL,LOWELL,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0462,221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4
ORG0463,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available
ORG0464,220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0465,224007,MCLEAN HOSPITAL CORPORATION,BELMONT,MA,Psychiatric,Voluntary non-profit - Private,No,Not Available
ORG0466,220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0467,220066,MERCY MEDICAL CTR,SPRINGFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0468,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,LAWRENCE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0469,220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1
ORG0470,220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0471,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,HOLYOKE,MA,Psychiatric,Proprietary,No,Not Available
ORG0472,220002,MOUNT AUBURN HOSPITAL,CAMBRIDGE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0473,220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0474,220098,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0475,220088,NEW ENGLAND BAPTIST HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,No,5
ORG0476,220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0477,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,NORTH ADAMS,MA,Critical Access Hospitals,Government - Federal,Yes,Not Available
ORG0478,220035,NORTH SHORE MEDICAL CENTER -,SALEM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0479,22009F,NORTHAMPTON VA MEDICAL CENTER,LEEDS,MA,Acute Care - Veterans Administration,Veterans Health Administration,No,Not Available
ORG0480,220033,NORTHEAST HOSPITAL CORPORATION,BEVERLY,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0481,220126,NORWOOD HOSPITAL,NORWOOD,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0482,220020,SAINT ANNE'S HOSPITAL,FALL RIVER,MA,Acute Care Hospitals,Proprietary,Yes,3
ORG0483,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0484,220100,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0485,224041,SOUTHCOAST BEHAVIORAL HEALTH,DARTMOUTH,MA,Psychiatric,Proprietary,No,Not Available
ORG0486,220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0487,220176,ST VINCENT HOSPITAL,WORCESTER,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0488,220008,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0489,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,DEVENS,MA,Psychiatric,Proprietary,No,Not Available
ORG0490,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Psychiatric,Government - State,No,Not Available
ORG0491,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,BOSTON,MA,Childrens,Proprietary,No,Not Available
ORG0492,220116,TUFTS MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0493,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,SOUTHBRIDGE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0494,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0495,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0496,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,WORCESTER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0497,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,JAMAICA PLAIN,MA,Acute Care - Veterans Administration,Veterans Health Administration,Yes,4
ORG0498,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,HOLYOKE,MA,Psychiatric,Proprietary,No,Not Available
ORG0499,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,Psychiatric,Government - Federal,No,Not Available
ORG0500,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,WESTBOROUGH,MA,Psychiatric,Proprietary,No,Not Available
ORG0501,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,WESTWOOD,MA,Psychiatric,Proprietary,Yes,Not Available
ORG0502,224039,WHITTIER PAVILION,HAVERHILL,MA,Psychiatric,Proprietary,No,Not Available
ORG0503,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0504,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Psychiatric,Government - State,No,Not Available
ORG0505,220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,Acute Care Hospitals,Proprietary,No,Not Available
ORG0506,220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0507,224013,ARBOUR HOSPITAL,BOSTON,MA,Psychiatric,Proprietary,No,Not Available
ORG0508,224018,ARBOUR HUMAN RESOURCE INSTITUTE,BROOKLINE,MA,Psychiatric,Proprietary,No,Not Available
ORG0509,224021,ARBOUR-FULLER HOSPITAL,SOUTH ATTLEBORO,MA,Psychiatric,Proprietary,No,Not Available
ORG0510,221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2
ORG0511,220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0512,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0513,220065,BAYSTATE NOBLE HOSPITAL,WESTFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0514,220030,BAYSTATE WING HOSPITAL,PALMER,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0515,22001F,BEDFORD VA MEDICAL CENTER,BEDFORD,MA,Acute Care - Veterans Administration,Veterans Health Administration,No,Not Available
ORG0516,220046,BERKSHIRE MEDICAL CENTER,PITTSFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0517,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,MILTON,MA,Acute Care Hospitals,Government - Federal,Yes,4
ORG0518,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0519,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,PLYMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0520,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0521,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Childrens,Voluntary non-profit - Private,Yes,Not Available
ORG0522,220031,BOSTON MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0523,220036,BOSTON MEDICAL CENTER-BRIGHTON,BRIGHTON,MA,Acute Care Hospitals,Proprietary,Yes,3
ORG0524,224022,BOURNEWOOD HOSPITAL,BROOKLINE,MA,Psychiatric,Proprietary,No,Not Available
ORG0525,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0526,220110,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0527,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,Acute Care Hospitals,Proprietary,Yes,1
ORG0528,220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,Acute Care Hospitals,Government - Local,Yes,3
ORG0529,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,POCASSET,MA,Psychiatric,Government - State,No,Not Available
ORG0530,220012,CAPE COD HOSPITAL,HYANNIS,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0531,220017,CARNEY HOSPITAL,BOSTON,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0532,220015,"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0533,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Psychiatric,Government - State,No,Not Available
ORG0534,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,Psychiatric,Government - State,No,Not Available
ORG0535,220084,EMERSON HOSPITAL -,W CONCORD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0536,221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,5
ORG0537,220135,FALMOUTH HOSPITAL,FALMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0538,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BRIGHTON,MA,Childrens,Voluntary non-profit - Private,No,Not Available
ORG0539,220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0540,220095,HEYWOOD HOSPITAL -,GARDNER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0541,220080,HOLY FAMILY HOSPITAL,METHUEN,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0542,220024,HOLYOKE MEDICAL CENTER,HOLYOKE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
